Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
139,12/15/23,CUST139,Male,36,Beauty,4,500,2000
140,8/5/23,CUST140,Male,38,Electronics,1,30,30
141,11/2/23,CUST141,Female,22,Electronics,1,50,50
142,2/2/23,CUST142,Male,35,Electronics,4,300,1200
143,7/17/23,CUST143,Female,45,Clothing,1,50,50
144,7/15/23,CUST144,Female,59,Beauty,3,500,1500
145,11/2/23,CUST145,Female,39,Clothing,3,25,75
146,8/28/23,CUST146,Male,38,Clothing,4,50,200
147,9/28/23,CUST147,Male,23,Electronics,1,300,300
148,5/9/23,CUST148,Male,18,Clothing,2,30,60
149,10/11/23,CUST149,Male,22,Clothing,3,25,75
150,1/6/23,CUST150,Female,58,Electronics,4,30,120
151,12/15/23,CUST151,Male,29,Clothing,1,50,50
152,2/28/23,CUST152,Male,43,Electronics,4,500,2000
153,12/16/23,CUST153,Male,63,Electronics,2,500,1000
154,10/2/23,CUST154,Male,51,Electronics,3,300,900
155,5/17/23,CUST155,Male,31,Electronics,4,500,2000
156,11/25/23,CUST156,Female,43,Clothing,4,25,100
157,6/24/23,CUST157,Male,62,Electronics,4,500,2000
158,2/27/23,CUST158,Female,44,Electronics,2,300,600
159,5/31/23,CUST159,Male,26,Clothing,4,50,200
160,8/11/23,CUST160,Female,43,Clothing,2,50,100
161,3/22/23,CUST161,Male,64,Beauty,2,500,1000
162,8/21/23,CUST162,Male,39,Clothing,2,30,60
163,1/2/23,CUST163,Female,64,Clothing,3,50,150
164,5/15/23,CUST164,Female,47,Beauty,3,500,1500
165,9/14/23,CUST165,Female,60,Clothing,4,300,1200
166,4/2/23,CUST166,Male,34,Clothing,4,500,2000
167,9/17/23,CUST167,Female,43,Clothing,3,50,150
168,2/24/23,CUST168,Male,53,Clothing,1,300,300
169,11/17/23,CUST169,Male,18,Beauty,3,500,1500
170,6/2/23,CUST170,Female,25,Clothing,2,25,50
171,11/24/23,CUST171,Female,52,Clothing,3,300,900
172,9/17/23,CUST172,Male,32,Beauty,2,25,50
173,11/8/23,CUST173,Male,64,Electronics,4,30,120
174,4/12/23,CUST174,Female,39,Beauty,1,300,300
175,3/20/23,CUST175,Female,31,Electronics,4,25,100
176,7/11/23,CUST176,Female,43,Beauty,2,50,100
177,3/24/23,CUST177,Male,45,Beauty,2,50,100
178,10/4/23,CUST178,Male,40,Clothing,2,30,60
179,9/29/23,CUST179,Male,31,Electronics,1,300,300
180,1/1/23,CUST180,Male,41,Clothing,3,300,900
181,11/3/23,CUST181,Male,19,Electronics,4,300,1200
182,6/15/23,CUST182,Male,62,Beauty,4,30,120
183,9/8/23,CUST183,Female,43,Beauty,3,300,900
184,1/10/23,CUST184,Male,31,Electronics,4,50,200
185,2/27/23,CUST185,Male,24,Clothing,1,25,25
186,7/5/23,CUST186,Male,20,Clothing,4,50,200
187,6/7/23,CUST187,Female,64,Clothing,2,50,100
188,5/3/23,CUST188,Male,40,Clothing,3,25,75
189,1/30/23,CUST189,Male,63,Beauty,1,50,50
190,5/4/23,CUST190,Female,60,Beauty,3,30,90
191,10/18/23,CUST191,Male,64,Beauty,1,25,25
192,2/10/23,CUST192,Male,62,Beauty,2,50,100
193,2/13/23,CUST193,Male,35,Beauty,3,500,1500
194,9/6/23,CUST194,Male,55,Clothing,4,50,200
195,2/5/23,CUST195,Male,52,Clothing,1,30,30
196,9/30/23,CUST196,Female,32,Clothing,3,300,900
197,3/6/23,CUST197,Female,42,Clothing,4,50,200
198,3/7/23,CUST198,Female,54,Beauty,3,300,900
199,12/4/23,CUST199,Male,45,Beauty,3,500,1500
200,9/1/23,CUST200,Male,27,Beauty,3,50,150
201,10/9/23,CUST201,Male,56,Electronics,1,25,25
202,3/26/23,CUST202,Female,34,Clothing,4,300,1200
203,5/16/23,CUST203,Male,56,Clothing,2,500,1000
204,9/28/23,CUST204,Male,39,Beauty,1,25,25
205,11/7/23,CUST205,Female,43,Clothing,1,25,25
206,8/5/23,CUST206,Male,61,Clothing,1,25,25
207,4/19/23,CUST207,Female,42,Beauty,2,25,50
208,10/4/23,CUST208,Female,34,Electronics,4,50,200
209,12/20/23,CUST209,Female,30,Electronics,4,50,200
210,4/13/23,CUST210,Male,37,Electronics,4,50,200
211,1/1/24,CUST211,Male,42,Beauty,3,500,1500
212,6/9/23,CUST212,Male,21,Clothing,3,500,1500
213,7/24/23,CUST213,Male,27,Beauty,3,500,1500
214,12/10/23,CUST214,Male,20,Beauty,2,30,60
215,11/29/23,CUST215,Male,58,Clothing,3,500,1500
216,7/11/23,CUST216,Male,62,Electronics,2,50,100
217,8/13/23,CUST217,Female,35,Electronics,4,50,200
218,9/22/23,CUST218,Male,64,Beauty,3,30,90
219,8/20/23,CUST219,Female,53,Electronics,3,30,90
220,3/3/23,CUST220,Male,64,Beauty,1,500,500
221,5/7/23,CUST221,Male,39,Beauty,2,300,600
222,4/26/23,CUST222,Male,51,Clothing,4,30,120
223,2/2/23,CUST223,Female,64,Clothing,1,25,25
224,6/23/23,CUST224,Female,25,Clothing,1,50,50
225,1/11/23,CUST225,Female,57,Beauty,4,25,100
226,10/29/23,CUST226,Female,61,Clothing,1,50,50
227,10/11/23,CUST227,Male,36,Electronics,2,50,100
228,4/28/23,CUST228,Female,59,Electronics,2,30,60
229,10/29/23,CUST229,Male,58,Beauty,3,30,90
230,4/23/23,CUST230,Male,54,Beauty,1,25,25
231,1/4/23,CUST231,Female,23,Clothing,3,50,150
232,2/6/23,CUST232,Female,43,Beauty,1,25,25
233,12/29/23,CUST233,Female,51,Beauty,2,300,600
234,11/20/23,CUST234,Female,62,Electronics,2,25,50
235,1/31/23,CUST235,Female,23,Electronics,2,500,1000
236,4/28/23,CUST236,Female,54,Clothing,1,25,25
237,2/4/23,CUST237,Female,50,Beauty,2,500,1000
238,1/17/23,CUST238,Female,39,Beauty,1,500,500
239,6/19/23,CUST239,Male,38,Electronics,3,500,1500
240,2/6/23,CUST240,Female,23,Beauty,1,300,300
241,9/21/23,CUST241,Female,23,Electronics,3,25,75
242,5/2/23,CUST242,Male,21,Clothing,1,25,25
243,5/23/23,CUST243,Female,47,Electronics,3,300,900
244,12/9/23,CUST244,Male,28,Beauty,2,50,100
245,9/6/23,CUST245,Male,47,Clothing,3,30,90
246,4/20/23,CUST246,Female,48,Electronics,2,25,50
247,10/4/23,CUST247,Male,41,Electronics,2,30,60
248,3/9/23,CUST248,Male,26,Clothing,3,300,900
249,10/20/23,CUST249,Male,20,Clothing,1,50,50
250,10/23/23,CUST250,Male,48,Electronics,1,50,50
251,8/31/23,CUST251,Female,57,Beauty,4,50,200
252,5/5/23,CUST252,Male,54,Electronics,1,300,300
253,8/31/23,CUST253,Female,53,Clothing,4,500,2000
254,7/28/23,CUST254,Male,41,Electronics,1,500,500
255,4/8/23,CUST255,Male,48,Clothing,1,30,30
256,2/18/23,CUST256,Male,23,Clothing,2,500,1000
257,2/19/23,CUST257,Male,19,Beauty,4,500,2000
258,12/4/23,CUST258,Female,37,Clothing,1,50,50
259,8/9/23,CUST259,Female,45,Clothing,4,50,200
260,7/1/23,CUST260,Male,28,Beauty,2,30,60
261,8/5/23,CUST261,Male,21,Clothing,2,25,50
262,7/30/23,CUST262,Female,32,Beauty,4,30,120
263,8/28/23,CUST263,Male,23,Beauty,2,30,60
264,1/28/23,CUST264,Male,47,Clothing,3,300,900
265,12/11/23,CUST265,Male,55,Clothing,3,300,900
266,12/1/23,CUST266,Female,19,Electronics,2,30,60
267,11/27/23,CUST267,Female,32,Beauty,3,30,90
268,2/20/23,CUST268,Female,28,Electronics,1,30,30
269,2/1/23,CUST269,Male,25,Clothing,4,500,2000
270,7/26/23,CUST270,Male,43,Electronics,1,300,300
271,6/23/23,CUST271,Female,62,Beauty,4,30,120
272,2/25/23,CUST272,Female,61,Electronics,2,50,100
273,5/8/23,CUST273,Female,22,Beauty,1,50,50
274,4/9/23,CUST274,Female,23,Clothing,2,500,1000
275,4/8/23,CUST275,Male,43,Clothing,2,500,1000
276,10/2/23,CUST276,Female,21,Beauty,4,25,100
277,8/18/23,CUST277,Male,36,Clothing,4,25,100
278,3/13/23,CUST278,Female,37,Clothing,4,25,100
279,8/5/23,CUST279,Male,50,Clothing,1,500,500
280,4/4/23,CUST280,Female,37,Clothing,3,500,1500
281,5/23/23,CUST281,Female,29,Beauty,4,500,2000
282,8/25/23,CUST282,Female,64,Electronics,4,50,200
283,5/8/23,CUST283,Female,18,Electronics,1,500,500
284,2/8/23,CUST284,Male,43,Clothing,4,50,200
285,8/15/23,CUST285,Female,31,Electronics,1,25,25
286,10/9/23,CUST286,Male,55,Electronics,2,25,50
287,2/20/23,CUST287,Male,54,Clothing,4,25,100
288,1/26/23,CUST288,Male,28,Clothing,4,30,120
289,11/30/23,CUST289,Male,53,Electronics,2,30,60
290,10/4/23,CUST290,Female,30,Beauty,2,300,600
291,1/8/23,CUST291,Male,60,Clothing,2,300,600
292,2/17/23,CUST292,Male,20,Beauty,4,300,1200
293,5/2/23,CUST293,Male,50,Electronics,3,30,90
294,3/27/23,CUST294,Female,23,Clothing,3,30,90
295,7/28/23,CUST295,Female,27,Beauty,3,300,900
296,9/6/23,CUST296,Female,22,Clothing,4,300,1200
297,9/4/23,CUST297,Female,40,Electronics,2,500,1000
298,4/20/23,CUST298,Male,27,Beauty,4,300,1200
299,7/25/23,CUST299,Male,61,Electronics,2,500,1000
300,1/31/23,CUST300,Female,19,Electronics,4,50,200
301,3/26/23,CUST301,Male,30,Clothing,4,30,120
302,7/14/23,CUST302,Male,57,Beauty,2,300,600
303,1/2/23,CUST303,Male,19,Electronics,3,30,90
304,7/19/23,CUST304,Female,37,Electronics,2,30,60
305,5/16/23,CUST305,Female,18,Beauty,1,30,30
306,8/21/23,CUST306,Male,54,Electronics,1,50,50
307,5/27/23,CUST307,Female,26,Electronics,2,25,50
308,8/5/23,CUST308,Female,34,Beauty,4,300,1200
309,12/23/23,CUST309,Female,26,Beauty,1,25,25
310,10/12/23,CUST310,Female,28,Beauty,1,25,25
311,12/5/23,CUST311,Female,32,Beauty,4,25,100
312,9/7/23,CUST312,Male,41,Clothing,4,30,120
313,3/21/23,CUST313,Female,55,Beauty,3,500,1500
314,4/8/23,CUST314,Male,52,Clothing,4,30,120
315,6/1/23,CUST315,Male,47,Clothing,2,30,60
316,4/22/23,CUST316,Female,48,Clothing,2,25,50
317,1/30/23,CUST317,Male,22,Electronics,3,30,90
318,10/24/23,CUST318,Male,61,Clothing,1,25,25
319,10/5/23,CUST319,Male,31,Clothing,1,500,500
320,2/1/23,CUST320,Female,28,Electronics,4,300,1200
321,6/10/23,CUST321,Female,26,Electronics,2,25,50
322,1/30/23,CUST322,Male,51,Electronics,1,500,500
323,1/26/23,CUST323,Female,29,Beauty,3,300,900
324,10/27/23,CUST324,Female,52,Electronics,3,50,150
325,9/2/23,CUST325,Female,52,Electronics,2,25,50
326,9/15/23,CUST326,Female,18,Clothing,3,25,75
327,9/29/23,CUST327,Male,57,Electronics,3,50,150
328,3/22/23,CUST328,Male,39,Beauty,2,50,100
329,1/30/23,CUST329,Female,46,Electronics,4,25,100
330,9/18/23,CUST330,Female,25,Beauty,4,50,200
331,2/11/23,CUST331,Male,28,Electronics,3,30,90
332,4/6/23,CUST332,Male,58,Electronics,4,300,1200
333,2/5/23,CUST333,Female,54,Electronics,4,300,1200
334,11/1/23,CUST334,Male,31,Electronics,3,300,900
335,2/4/23,CUST335,Female,47,Beauty,4,30,120
336,12/12/23,CUST336,Female,52,Beauty,3,50,150
337,5/1/23,CUST337,Male,38,Clothing,1,500,500
338,7/26/23,CUST338,Male,54,Beauty,2,50,100
339,3/3/23,CUST339,Female,22,Electronics,2,25,50
340,10/19/23,CUST340,Female,36,Clothing,4,300,1200
341,5/7/23,CUST341,Male,31,Clothing,4,50,200
342,10/24/23,CUST342,Female,43,Clothing,4,500,2000
343,11/1/23,CUST343,Male,21,Electronics,2,25,50
344,1/21/23,CUST344,Female,42,Beauty,1,30,30
345,11/14/23,CUST345,Male,62,Electronics,1,30,30
346,2/11/23,CUST346,Male,59,Clothing,2,500,1000
347,8/3/23,CUST347,Male,42,Electronics,1,25,25
348,12/3/23,CUST348,Female,35,Electronics,2,300,600
349,10/26/23,CUST349,Female,57,Beauty,1,50,50
350,10/17/23,CUST350,Male,25,Beauty,3,25,75
351,9/25/23,CUST351,Female,56,Clothing,3,30,90
352,6/11/23,CUST352,Male,57,Electronics,2,500,1000
353,5/14/23,CUST353,Male,31,Electronics,1,500,500
354,4/15/23,CUST354,Female,49,Beauty,4,50,200
355,12/9/23,CUST355,Female,55,Electronics,1,500,500
356,6/10/23,CUST356,Male,50,Electronics,3,500,1500
357,5/3/23,CUST357,Female,40,Electronics,3,25,75
358,5/16/23,CUST358,Female,32,Beauty,1,300,300
359,7/22/23,CUST359,Male,50,Clothing,1,50,50
360,3/9/23,CUST360,Male,42,Clothing,4,25,100
361,12/10/23,CUST361,Female,34,Electronics,4,300,1200
362,11/27/23,CUST362,Male,50,Clothing,1,25,25
363,6/3/23,CUST363,Male,64,Beauty,1,25,25
364,8/23/23,CUST364,Female,19,Beauty,1,500,500
365,6/11/23,CUST365,Male,31,Clothing,1,300,300
366,2/7/23,CUST366,Male,57,Clothing,2,50,100
367,1/5/23,CUST367,Female,57,Electronics,1,50,50
368,8/23/23,CUST368,Female,56,Clothing,4,300,1200
369,11/15/23,CUST369,Male,23,Electronics,3,500,1500
370,10/16/23,CUST370,Male,23,Electronics,2,30,60
371,2/21/23,CUST371,Female,20,Beauty,1,25,25
372,2/7/23,CUST372,Female,24,Beauty,3,500,1500
373,10/3/23,CUST373,Female,25,Beauty,2,300,600
374,4/20/23,CUST374,Female,59,Beauty,3,25,75
375,9/17/23,CUST375,Male,32,Clothing,1,50,50
376,5/16/23,CUST376,Female,64,Beauty,1,30,30
377,3/9/23,CUST377,Female,46,Clothing,4,50,200
378,6/28/23,CUST378,Male,50,Beauty,1,300,300
379,2/5/23,CUST379,Female,47,Clothing,1,25,25
380,5/6/23,CUST380,Male,56,Electronics,2,300,600
381,7/9/23,CUST381,Female,44,Clothing,4,25,100
382,5/26/23,CUST382,Female,53,Clothing,2,500,1000
383,3/22/23,CUST383,Female,46,Beauty,3,30,90
384,8/13/23,CUST384,Male,55,Clothing,1,500,500
385,10/6/23,CUST385,Male,50,Electronics,3,500,1500
386,12/27/23,CUST386,Female,54,Electronics,2,300,600
387,6/4/23,CUST387,Male,44,Beauty,1,30,30
388,11/10/23,CUST388,Male,50,Electronics,1,25,25
389,12/1/23,CUST389,Male,21,Clothing,2,25,50
390,9/28/23,CUST390,Male,39,Electronics,2,50,100
391,1/5/23,CUST391,Male,19,Beauty,2,25,50
392,12/8/23,CUST392,Male,27,Clothing,2,300,600
393,10/11/23,CUST393,Female,22,Beauty,2,500,1000
394,6/3/23,CUST394,Female,27,Clothing,1,500,500
395,12/6/23,CUST395,Male,50,Electronics,2,500,1000
396,2/23/23,CUST396,Female,55,Beauty,1,30,30
397,3/10/23,CUST397,Female,30,Beauty,1,25,25
398,5/16/23,CUST398,Female,48,Clothing,2,300,600
399,3/1/23,CUST399,Female,64,Beauty,2,30,60
400,2/24/23,CUST400,Male,53,Clothing,4,50,200
401,10/11/23,CUST401,Female,62,Clothing,1,300,300
402,3/21/23,CUST402,Female,41,Clothing,2,300,600
403,5/20/23,CUST403,Male,32,Clothing,2,300,600
404,5/25/23,CUST404,Male,46,Electronics,2,500,1000
405,11/6/23,CUST405,Female,25,Clothing,4,300,1200
406,4/18/23,CUST406,Female,22,Beauty,4,25,100
407,6/25/23,CUST407,Female,46,Electronics,3,300,900
408,4/15/23,CUST408,Female,64,Beauty,1,500,500
409,12/18/23,CUST409,Female,21,Electronics,3,300,900
410,11/21/23,CUST410,Female,29,Clothing,2,50,100
411,5/16/23,CUST411,Male,62,Electronics,4,50,200
412,9/16/23,CUST412,Female,19,Electronics,4,500,2000
413,9/8/23,CUST413,Female,44,Beauty,3,25,75
414,5/9/23,CUST414,Male,48,Beauty,4,25,100
415,1/27/23,CUST415,Male,53,Clothing,2,30,60
416,2/17/23,CUST416,Male,53,Electronics,4,500,2000
417,11/21/23,CUST417,Male,43,Electronics,3,300,900
418,8/5/23,CUST418,Female,60,Electronics,2,500,1000
419,5/22/23,CUST419,Female,44,Clothing,3,30,90
420,1/23/23,CUST420,Female,22,Clothing,4,500,2000
421,1/2/23,CUST421,Female,37,Clothing,3,500,1500
422,6/20/23,CUST422,Female,28,Clothing,3,30,90
423,3/8/23,CUST423,Female,27,Clothing,1,25,25
424,11/23/23,CUST424,Male,57,Beauty,4,300,1200
425,5/15/23,CUST425,Female,55,Electronics,4,30,120
426,3/24/23,CUST426,Male,23,Electronics,3,50,150
427,8/15/23,CUST427,Male,25,Electronics,1,25,25
428,10/10/23,CUST428,Female,40,Electronics,4,50,200
429,12/28/23,CUST429,Male,64,Electronics,2,25,50
430,8/7/23,CUST430,Female,43,Electronics,3,300,900
431,10/15/23,CUST431,Male,63,Electronics,4,300,1200
432,1/5/23,CUST432,Female,60,Electronics,2,500,1000
433,2/27/23,CUST433,Male,29,Beauty,4,50,200
434,2/8/23,CUST434,Female,43,Electronics,2,25,50
435,12/20/23,CUST435,Female,30,Beauty,3,300,900
436,3/18/23,CUST436,Female,57,Clothing,4,30,120
437,10/7/23,CUST437,Female,35,Electronics,4,300,1200
438,1/19/23,CUST438,Female,42,Clothing,1,30,30
439,7/9/23,CUST439,Male,50,Clothing,3,25,75
440,10/26/23,CUST440,Male,64,Clothing,2,300,600
441,10/10/23,CUST441,Male,57,Beauty,4,300,1200
442,3/17/23,CUST442,Female,60,Clothing,4,25,100
443,8/9/23,CUST443,Male,29,Clothing,2,300,600
444,3/7/23,CUST444,Female,61,Clothing,3,30,90
445,1/22/23,CUST445,Female,53,Electronics,1,300,300
446,6/7/23,CUST446,Male,21,Electronics,1,50,50
447,7/6/23,CUST447,Male,22,Beauty,4,500,2000
448,1/21/23,CUST448,Female,54,Beauty,2,30,60
449,7/3/23,CUST449,Male,25,Electronics,4,50,200
450,4/18/23,CUST450,Female,59,Beauty,2,25,50
451,12/16/23,CUST451,Female,45,Electronics,1,30,30
452,5/8/23,CUST452,Female,48,Clothing,3,500,1500
453,12/8/23,CUST453,Female,26,Clothing,2,500,1000
454,2/22/23,CUST454,Female,46,Beauty,1,25,25
455,7/1/23,CUST455,Male,31,Electronics,4,25,100
456,10/14/23,CUST456,Male,57,Electronics,2,30,60
457,7/28/23,CUST457,Female,58,Beauty,3,300,900
458,11/14/23,CUST458,Female,39,Electronics,4,25,100
459,3/21/23,CUST459,Male,28,Clothing,4,300,1200
460,5/2/23,CUST460,Male,40,Beauty,1,50,50
461,3/25/23,CUST461,Female,18,Beauty,2,500,1000
462,4/1/23,CUST462,Male,63,Electronics,4,300,1200
463,7/31/23,CUST463,Female,54,Beauty,3,500,1500
464,1/13/23,CUST464,Male,38,Electronics,2,300,600
465,4/2/23,CUST465,Female,43,Electronics,3,50,150
466,6/20/23,CUST466,Male,63,Electronics,4,25,100
467,7/30/23,CUST467,Female,53,Electronics,3,50,150
468,12/9/23,CUST468,Male,40,Electronics,1,25,25
469,5/8/23,CUST469,Male,18,Beauty,3,25,75
470,5/17/23,CUST470,Female,57,Clothing,2,500,1000
471,3/23/23,CUST471,Male,32,Clothing,3,50,150
472,12/26/23,CUST472,Female,38,Beauty,3,300,900
473,2/25/23,CUST473,Male,64,Beauty,1,50,50
474,7/15/23,CUST474,Female,26,Clothing,3,500,1500
475,1/20/23,CUST475,Male,26,Clothing,3,25,75
